# YEA	MON	DAY	NAME

 1838	3	11	Dyserinck Hendrik
 1838	8	24	Brauw Willem
 1838	9	15	Eland Kornelis
 1838	9	27	Modderman Antony
 1838	10	7	Bryn Leon
 1839	2	7	Pierson Nicolaas
 1839	3	1	Pelloux Luigi
 1839	6	21	Tak Johannes
 1839	12	10	Neuss Hubert
 1840	1	23	Neujean Xavier
 1840	3	8	Moreau Andoy Alphonse
 1840	4	26	Cousebant D'Alkemade Alexandre
 1840	12	14	Jansen J
 1842	1	20	Sprenger Eyk Jacobus
 1842	7	7	Devolder Joseph
 1843	3	18	Vandenpeereboom Jules
 1843	5	13	Smet Nayer Paul
 1844	4	10	Burlet Jules
 1845	3	19	Beaufort W
 1845	6	17	Staal Hendrik
 1846	5	14	Cort Linden Pieter
 1846	8	10	Goblet Alviella Eugene
 1847	4	13	Pijnacker Herdijk
 1847	8	27	Descamps Edouard
 1848	6	22	Liebaert Julien
 1848	7	3	Ursel Joseph
 1850	3	2	Ramaix Maurice
 1851	8	13	Rink Pieter
 1851	8	19	Schollaert Francois
 1852	1	6	Bruggen Maurice
 1852	3	25	Cooreman Gerard
 1852	4	21	Eetvelde Stanislas
 1852	7	20	Heemskerk Theodorus
 1852	8	31	Helleputte Georges
 1852	10	6	Sadeleer Louis
 1853	8	12	Delbeke Auguste
 1854	2	16	Masson Fulgence
 1854	11	16	Heuvel Jules
 1854	12	3	Davignon Henri
 1855	6	20	Nyssens Albert
 1855	9	30	Bosboom Nicolaas
 1856	1	15	Bertrand Louis
 1856	1	15	Favereau Paul
 1856	7	26	Anseele Edward
 1857	2	9	Visser Johannes
 1857	2	21	Trooz Jules
 1858	5	27	Ceuninck Armand
 1858	6	19	Fock Dirk
 1858	9	6	Droogmans Hubert
 1858	11	30	Treub Marie
 1859	10	14	Elia Vittorio
 1860	3	2	Vauthier Maurice
 1860	5	18	Orlando Vittorio
 1860	12	4	Broqueville Charles
 1860	12	6	Ijsselsteijn Hend
 1861	7	23	Idenburg Alexander
 1862	6	12	Tibbaut Emile
 1862	12	3	Renkin Jules
 1863	2	3	Magnette Charles
 1863	6	8	Brunet Emile
 1863	8	21	Destree Jules
 1864	3	8	Rambonnet Jean
 1864	5	7	Hallet Max
 1864	7	7	Bethune Leon
 1865	2	25	Neujean Xavier
 1865	3	13	Canepa Giuseppe
 1865	3	23	Hymans Paul
 1865	9	8	Russo Gioachino
 1866	1	25	Vandervelde Emile
 1866	2	25	Croce Benedetto
 1866	3	7	Overbergh Cyrille
 1866	3	19	De Bono Emilio
 1866	7	5	Houtart Maurice
 1866	9	17	Gijn Anton
 1867	1	17	Koningsberger Jacob
 1867	9	12	Acton Alfredo
 1867	12	29	Kestens P
 1868	1	3	Brauns Heinrich
 1868	2	17	Unger Heinrich
 1868	3	5	Poullet Prosper
 1868	4	7	Caporali Raffaele
 1868	5	4	Berryer Paul
 1868	7	19	Nitti Francesco
 1868	11	18	Clerici Ambrogio
 1868	11	28	Franck Louis
 1869	1	9	Vries C
 1869	2	12	Marchant Hendrik
 1869	3	31	Liedekerke Pierre
 1869	5	6	Slotemaker Bruine Jan
 1869	5	19	Poncelet Jules
 1869	6	22	Colijn Hendrik
 1869	9	20	Cachin Marcel
 1869	10	30	Marescalchi Arturo
 1870	2	15	De Capitani Giuseppe
 1870	5	27	Hocheisen Paul
 1870	7	28	Jaspar Henri
 1870	9	2	Moyersoen Romain
 1870	9	3	Violette Maurice
 1870	10	5	Maistriau Victor
 1870	10	12	Segers Paul
 1870	12	14	Geer Dirk
 1871	1	18	Sechi Giovanni
 1871	1	21	Koolen Norbertus
 1871	5	26	Huymans J
 1871	6	1	Bergamini Alberto
 1871	6	8	Vyvere Alois
 1871	9	28	Badoglio Pietro
 1871	10	9	Bolkestein Gerrit
 1871	12	1	Dijk Jannes
 1872	1	21	Beelaerts Blokland Franz
 1872	2	1	Bonzani Alberto
 1872	5	16	Stampacchia Vito
 1872	7	5	Herriot Edouard
 1872	8	3	Fioritto Domenico
 1872	8	7	Graeff Andries
 1872	9	23	Sforza Carlo
 1872	10	2	Bencivenga Roberto
 1872	10	28	Modigliani Giuseppe
 1873	2	2	Neurath Constantin
 1873	2	9	Patijn Jakob
 1873	2	18	Rubilli Alfonso
 1873	2	28	Theunis Georges
 1873	5	18	Kan Johannes
 1873	5	30	Klaiber Rudolf
 1873	5	31	Gasparotto Luigi
 1873	7	26	Noef Pierre
 1873	8	5	Gai Silvio
 1873	8	12	Dello Sbarba Arnoldo
 1873	9	27	Hofmann Hans
 1873	10	18	Bonomi Ivanoe
 1873	12	1	Ruijs Beerenbrouck Charles
 1874	3	24	Einaudi Luigi
 1874	5	20	Posthuma Folkert
 1874	5	27	Bardoux Jacques
 1874	8	20	Gabba Melchiade
 1874	10	19	Micheli Giuseppe
 1874	12	5	Gelders Frans
 1874	12	17	Bertone Giovanbattista
 1875	1	22	Jonge Bonifacius
 1875	6	14	Lommel Hans
 1875	11	7	Di Giovanni Edoardo
 1875	11	27	Schwarz Franz
 1875	12	1	Crokaert Paul
 1876	1	5	Adenauer Conrad
 1876	1	23	Kir Felix
 1876	4	12	Ingenbleek Jules
 1876	4	14	Ulrich Kurt
 1876	4	30	Corbino Mario
 1876	5	23	D'Aragona Ludovico
 1876	6	2	Paratore Giuseppe
 1876	6	12	Stephani Friedrich
 1876	12	20	Kerchove Exaerde Robert
 1877	1	25	Bonardi Carlo
 1877	3	12	Frick Wilhelm
 1877	3	24	Forthomme Pierre
 1877	8	10	Denais Joseph
 1877	9	10	Denis Henri
 1877	11	9	De Nicola Enrico
 1877	12	14	Ruini Meuccio
 1877	12	16	Rutgers Victor
 1878	1	17	Baels Henry
 1878	2	1	Marchesi Concetto
 1878	2	19	Carton Tournai Henri
 1878	5	8	Tschoffen Paul
 1878	6	26	Finocchiaro Aprile
 1878	9	7	Brizi Alessandro
 1878	9	27	Federzoni Luigi
 1878	11	7	Carnoy Albert
 1879	1	7	Wilde Jacob
 1879	2	9	Bainville Jacques
 1879	2	16	Andre Joseph
 1879	2	17	Hauer Daniel
 1879	2	25	Riggauer Joseph
 1879	2	27	Hess Fritz
 1879	3	27	Rollin Louis
 1879	5	9	Lieff Johannes
 1879	5	22	Heyman Henri
 1879	6	2	Müller Karl
 1879	8	24	Delattre Achille
 1879	10	29	Papen Franz
 1879	12	11	Gazzera Pietro
 1879	12	23	Schiffmann Hans
 1879	12	27	Bevione Giuseppe
 1880	1	10	Cauwelaert Frans
 1880	1	21	Canevari Emilio
 1880	2	20	Heenen Gaston
 1880	4	6	Welter Charles
 1880	6	12	Caeneghem Jules
 1880	6	25	Emminger Erich
 1880	6	28	Ringhausen Friedrich
 1880	9	20	Cavallero Ugo
 1880	10	4	Alten Karl
 1880	10	4	Matagne Leon
 1880	11	16	Holzmann Artur
 1880	11	26	Venditti Milziade
 1880	12	4	Soudan Eugene
 1881	1	1	Schmitz Hermann
 1881	4	3	De Gasperi Alcide
 1881	5	21	Bosco Lucarelli
 1881	5	23	Kaas Ludwi
 1881	6	6	Deveze Albert
 1881	6	9	Bisse Wilhelm
 1881	7	7	Lidth Jeude Otto
 1881	7	15	Schaper Rudolf
 1881	7	27	Hiernaux Jules
 1881	9	12	Hühnlein Adolf
 1881	9	29	Vanbelle Francois
 1881	10	3	Ducos Hippolyte
 1882	1	10	Fabbri Gustavo
 1882	1	13	Weidenhöfer Geor
 1882	1	31	Schaik Josephus
 1882	4	11	Reymer Paul
 1882	5	5	Teruzzi Attilo
 1882	8	11	Graziani Rodolfo
 1882	9	28	Russo Luigi
 1882	9	29	Jules-Jullien Alfred
 1882	10	15	Dierckx Octave
 1882	11	17	Conti Giovanni
 1882	11	21	Gardey Abel
 1882	12	15	Targetti Ferdinando
 1882	12	24	Calo' Giovanni
 1883	1	17	Abisso Angelo
 1883	2	14	Deckers Laurentius
 1883	3	29	De Caro Raffaele
 1883	4	1	Janssen Albert
 1883	5	9	Camus Camille
 1883	6	4	Di Napoli Attilio
 1883	7	29	Mussolini Benito
 1883	8	2	Cingolani Mario
 1883	8	14	Cappi Giuseppe
 1883	9	24	Fuschini Giuseppe
 1883	10	1	Marck Henri
 1883	10	24	Buch Walter
 1883	11	8	Godding Robert
 1883	12	23	Pierlot Hubert
 1884	1	6	Bichmann Heinrich
 1884	2	15	Philippart Marcel
 1884	2	23	Christiansen Carl
 1884	3	8	Demets Fernand
 1884	3	31	Queuille Henri
 1884	5	12	Benedetti Tullio
 1884	5	21	Kieft Johan
 1884	6	7	Hoste Julius
 1884	6	13	Kiefer Peter
 1884	7	29	Neumayer Fritz
 1884	8	2	Visscher Charles
 1884	8	8	Buuren Joh
 1884	8	27	Niederhoff Friedrich
 1884	10	4	Gouin Felix
 1884	10	9	Gray Ezio
 1884	10	16	Merlin Angelina
 1884	11	14	Gutt Camille
 1884	12	10	Gillon Robert
 1884	12	11	Brückner Wilhelm
 1884	12	18	Isacker Philippe
 1884	12	28	Pholien Joseph
 1885	1	20	Spangemacaer Heinz
 1885	1	21	Nobile Umberto
 1885	2	12	Streicher Julius
 1885	2	23	Pies Ernst
 1885	3	25	Simon Karl
 1885	3	28	Sybel Heinrich
 1885	4	6	Mundeleer Leon
 1885	4	25	Gönner Rolf
 1885	5	7	Delbos Yvon
 1885	7	4	Buttmann Rudolf
 1885	7	11	Bassano Carlo
 1885	9	14	Merlot Joseph
 1885	9	15	De Francesco Giuseppe
 1885	10	15	Kiehn Fritz
 1885	10	16	Luyken Max
 1885	11	24	Pecher Edouard
 1885	11	26	Brüning Heinrich
 1886	3	6	Haersma With Gregorius
 1886	3	18	Verschuur Timotheus
 1886	3	23	Schorlemer Karl
 1886	3	26	Zapf Hermann
 1886	4	30	Fonlupt-Esperaber Jacques
 1886	5	5	Bergmann Robert
 1886	5	9	Schmid Carl
 1886	5	27	D'Alessio Francesco
 1886	6	10	Dievoet Emile
 1886	7	8	Alfieri Dino
 1886	9	25	Perassi Tommaso
 1886	10	20	Boncompagni-Ludovisi Francesco
 1886	11	3	Jacini Stefano
 1886	11	6	Marty Andre
 1886	12	26	Helfer Wilhelm
 1887	1	6	Quadt Eugen
 1887	1	7	Romita Giuseppe
 1887	2	4	Seydel Joseph
 1887	2	11	Hanfstaengl Ernst
 1887	2	16	Carpano Magliori
 1887	2	17	Merlin Umberto
 1887	3	23	Liebel Ludwi
 1887	4	1	Cevelotto Mario
 1887	5	8	Schneidhuber August
 1887	6	10	Schädler Geor
 1887	6	16	Gullo Fausto
 1887	9	8	Detten Geor
 1887	9	10	Gronchi Giovanni
 1887	11	1	Aumeran Adolphe
 1887	11	5	Ferrari Giacomo
 1887	12	17	Hiddessen Ferdinand
 1888	2	2	Bubbio Teodoro
 1888	2	8	Kaiser Jakob
 1888	2	19	Cappa Paolo
 1888	2	19	Pfeffer Franz
 1888	4	12	Vernocchi Olindo
 1888	4	28	Wagener Otto
 1888	5	12	Schäffer Fritz
 1888	5	19	Natoli Lamantea
 1888	5	25	Schorlemer Wilhelm
 1888	5	26	Martin Peter
 1888	6	17	Grimm Friedrich
 1888	7	1	Bellusci Giuseppe
 1888	7	14	Rantzau Otto
 1888	7	25	Acerbo Giacomo
 1888	8	9	Schleich Eduard
 1888	8	16	Buisseret Auguste
 1888	9	10	Loye Fritz
 1888	9	19	Schwitzgebel Fritz
 1888	11	9	Avanzini Ennio
 1888	11	18	Bouchery Desire
 1888	12	16	Murr Wilhelm
 1889	1	13	Facchinetti Cipriano
 1889	2	23	Meinshausen Hans
 1889	2	24	De Michelis Paolo
 1889	4	15	Schramm Ferdinand
 1889	4	21	Calamandrei Pietro
 1889	5	23	Boeijken Hendrik
 1889	5	27	Tupini Umberto
 1889	8	21	Barbareschi Gaetano
 1889	8	27	Mastino Gesumino
 1889	9	12	Cavalli Antonio
 1889	9	22	Billiemaz Auguste
 1889	10	2	Oexle Gustav
 1889	10	12	Laniel Joseph
 1889	11	18	Oppermann Theodor
 1889	12	25	Gavini Jacques
 1890	1	2	Devinat Paul
 1890	1	5	Amicucci Ermando
 1890	1	22	Bonte Florimond
 1890	1	25	Raffaldi Vittorio
 1890	2	12	Schüle Albert
 1890	5	6	Holdinghausen Eugen
 1890	6	10	Bovesse Francois
 1890	6	12	Salvatore Attilio
 1890	7	18	Corbino Epicarmo
 1890	8	12	Wauters Arthur
 1890	9	2	Jervolino Angelo
 1890	9	10	Vetter Heinrich
 1890	9	25	Wetter August
 1890	10	6	Sardiello Gaetano
 1890	12	2	Medecin Jean
 1890	12	20	Christiaens Louis
 1890	12	28	Lutze Victor
 1891	1	30	Pricolo Francesco
 1891	2	1	Klagges Dietrich
 1891	2	2	Segni Antonio
 1891	2	3	Donner Jan
 1891	2	7	Roth Robert
 1891	2	8	Nenni Pietro
 1891	2	27	Braschi Giovanni
 1891	3	30	Homann Friedrich
 1891	4	13	De Marsanich Augusto
 1891	5	3	Rolin Henri
 1891	5	18	Bernini Ferdinando
 1891	6	10	Goseling Carolus
 1891	8	5	Vogt Anton
 1891	9	4	Todt Fritz
 1891	10	1	Dahlem Otto
 1891	10	5	Meyer Alfred
 1891	10	6	Schemm Hans
 1891	10	14	Giannini Guglielmo
 1891	10	22	Sommer Otto
 1891	11	7	Chatrian Luigi
 1891	11	24	Amann Marx
 1891	11	30	Campilli Pietro
 1891	12	8	Priolo Antonio
 1891	12	16	Tassinari Giuseppe
 1891	12	27	Mortati Costantino
 1891	12	30	Pinay Antoine
 1891	12	31	Angelini Armando
 1892	1	10	Dreher Wilhelm
 1892	1	11	Jannelli Mario
 1892	1	17	Naegelen Marcel
 1892	3	1	Diehm Christoph
 1892	3	31	Weiss Wilhelm
 1892	4	1	Storch Anton
 1892	4	4	Quarello Gioacchino
 1892	5	19	Di Crollalanza Araldo
 1892	5	28	Dietrich Joseph
 1892	5	31	Strasser Gregor
 1892	6	11	Müller Alfred
 1892	6	13	Appler Johann
 1892	6	14	Piccioni Attilio
 1892	6	24	Daye Pierre
 1892	7	6	Groeneveld Jacques
 1892	7	7	Peppmüller Friedrich
 1892	7	22	Smet Pierre
 1892	7	23	Petrilli Rafaelle
 1892	8	11	Di Vittorio Giuseppe
 1892	8	17	Vigorelli Ezio
 1892	9	24	Wahl Karl
 1892	10	10	Spanuth Robert
 1892	10	13	Busch Wilhelm
 1892	10	20	Marinaro Francesco
 1892	10	20	Postiglione Gaetano
 1892	12	3	Ramsperger Hermann
 1893	1	12	Göring Hermann
 1893	1	13	Kling Adolf
 1893	1	25	Weiss Louise
 1893	1	26	Cucco Alfredo
 1893	2	8	Willikens Werner
 1893	3	16	Dassonville Gaston
 1893	3	26	Togliatti Palmiro
 1893	4	14	Fresa Armando
 1893	6	1	Carignani Giovanni
 1893	6	19	Wolkersdörfer Hans
 1893	8	1	Litzmann Karl
 1893	8	19	Grieco Ruggero
 1893	8	27	Knaup Xaver
 1893	9	10	Roth Albert
 1893	9	25	Uebelhoer Friedrich
 1893	10	10	Balthazar August
 1893	10	29	Maerz Wilhelm
 1893	10	30	Freisler Roland
 1893	11	11	Zeeland Paul
 1893	12	7	Hager Heinrich
 1893	12	26	Galati Vito
 1893	12	31	Steuer Ludwi
 1894	1	2	Lohest Cassion
 1894	1	15	Rubbens Edmond
 1894	2	4	Florian Friedrich
 1894	2	12	Vischia Carlo
 1894	2	16	La Rocca Vincenzo
 1894	3	8	Etterich Arthur
 1894	4	2	Drauz Richard
 1894	4	17	Loustaunau-Lacau Georges
 1894	5	16	Engel Johannes
 1894	6	2	Ummen Hans
 1894	6	4	Roveda Giovanni
 1894	6	15	Scoca Salvatore
 1894	7	20	Marazza Achille
 1894	8	16	Winter Ludwi
 1894	8	17	Cartia Giovanni
 1894	8	20	Hoevel Walther
 1894	9	16	Bus Warnaffe Charles
 1894	9	27	Molinelli Guido
 1894	9	28	Bergasse Henry
 1894	10	14	Lübke Heinrich
 1894	10	25	Schmelcher Willy
 1894	10	27	Saukel Fritz
 1894	11	2	Putzolu Antonio
 1894	11	21	Kersken Heinrich
 1894	12	7	Gelberg Wilhelm
 1895	1	14	Meister Albert
 1895	2	2	Jeckeln Friedrich
 1895	3	15	Vielstich Fritz
 1895	4	15	Kolb A
 1895	4	15	Vetter Karl
 1895	4	30	Erbersdobler Otto
 1895	5	2	Ferretti Lando
 1895	5	15	Gelissen Henry
 1895	5	15	Schmückle Karl
 1895	6	4	Grandi Dino
 1895	6	5	Malsen-Ponickau Johannes
 1895	6	6	Greim August
 1895	6	15	Giesler Paul
 1895	6	25	Delfosse Antoine
 1895	7	15	Zeller Robert
 1895	7	31	Müller-Scheld Wilhelm
 1895	8	31	Fiehler Karl
 1895	9	3	Bottai Giuseppe
 1895	9	21	Temple Emmanuel
 1895	9	23	Calosso Umberto
 1895	9	25	Wedderwille Adolf
 1895	10	22	Müller Albert
 1895	10	30	Scoccimarro Mauro
 1895	11	20	Cot Pierre
 1895	11	28	Tieri Vincenzo
 1895	12	27	Holz Karl
 1896	1	1	Licausi Girolamo
 1896	1	19	Ponti Giovanni
 1896	1	24	Poppe Karl
 1896	2	16	Land Franz
 1896	2	19	Simonini Alberto
 1896	3	5	Oberlindober Hanns
 1896	3	13	Habbes Wilhelm
 1896	3	18	Spitzen Dirk
 1896	3	24	Blücher Franz
 1896	3	28	Lupis Giuseppe
 1896	3	31	Buset Max
 1896	4	5	Schmitt Ernst
 1896	4	5	Tillmanns Robert
 1896	5	18	Lizzadri Oreste
 1896	6	1	Ricci Renato
 1896	6	5	Balbo Italo
 1896	6	15	Koppe Wilhelm
 1896	6	19	Koch Erich
 1896	6	22	Hellmuth Otto
 1896	7	3	Diethelm Andre
 1896	7	7	Hartmann Erich
 1896	7	22	Wiese Heinrich
 1896	7	29	Thiele Kurt
 1896	8	2	Hergenröder Adolf
 1896	8	4	Vicentini Rodolfo
 1896	8	26	Ullmer Adalbert
 1896	9	1	Struye Paul
 1896	9	2	Lohse Heinrich
 1896	9	10	Leyser Ernst
 1896	9	25	Pertini Sandro
 1896	9	25	Wagner Hermann
 1896	10	1	Moder Paul
 1896	10	2	Duclos Jacques
 1896	10	9	Veller Willi
 1896	10	10	Hallermann August
 1896	10	24	Vaes Urban
 1896	10	27	Adriaanse Cornelis
 1896	10	31	Guidi-Cingolani Angela
 1896	12	7	Galy-Gasparroux Georges
 1896	12	13	Montel Pierre
 1896	12	21	Romme Carl
 1897	1	1	Vleeschauwer Albert
 1897	1	10	Saupert Hans
 1897	1	11	Heiszmeyer August
 1897	1	17	Pillmayer Franz
 1897	1	23	Vigo Gaetano
 1897	1	31	Dempel Karl
 1897	2	4	Erhard Ludwi
 1897	2	5	Stikker Dirk
 1897	2	8	Colitto Francesco
 1897	2	27	Gehrig Richard
 1897	3	13	Hildenbrandt Richard
 1897	3	19	Fründt Theodor
 1897	5	2	Beyen Johan
 1897	6	12	Spataro Giuseppe
 1897	6	17	Folchi Alberto
 1897	7	3	Tillon Charles
 1897	7	21	Heines Edmund
 1897	8	31	Dietrich Otto
 1897	9	12	Courant Pierre
 1897	9	27	Bettiol Francesco
 1897	10	13	Chiaramello Domenico
 1897	10	21	Salerno Nicola
 1897	11	3	Pebellier Eugene
 1897	11	5	Kronacker Paul
 1897	11	22	Rognoni Arturo
 1897	11	23	Marina Mario
 1897	12	3	Marie Andre
 1897	12	21	Barange Charles
 1898	1	12	De Filipo Luigi
 1898	1	21	Marx Adolf
 1898	1	23	Corniglion-Molinier Edward
 1898	2	6	Perrone-Capano Giuseppe
 1898	2	10	Maffioli Catullo
 1898	3	15	Schug Siegfried
 1898	3	29	Restagno Pier
 1898	4	21	Gimbel Adalbert
 1898	4	27	Dreier Karl
 1898	4	28	Valmarana Giustino
 1898	5	4	Henrich Fred
 1898	5	14	Clerici Edoardo
 1898	5	16	Schryver August
 1898	5	23	Terboven Joseph
 1898	5	25	Reutlinger Phil
 1898	6	17	Buchner Franz
 1898	6	27	Blankemeyer Jann
 1898	7	5	Lacoste Robert
 1898	7	21	Hansen Hermann
 1898	8	31	Bunge Hanns
 1898	9	16	Jacquinot Louis
 1898	9	19	Saragat Giuseppe
 1898	10	10	Koenig Pierre
 1898	10	30	Prelot Marcel
 1898	10	31	Depreux Edouard
 1898	11	4	Fiorentino Giosue
 1898	11	26	Piacentini Pietro
 1898	12	3	Lipowski Irene
 1898	12	21	Stellrecht Helmut
 1899	1	1	Pacciardi Randolfo
 1899	1	17	Löblich Otto
 1899	1	18	Bracht Fritz
 1899	1	25	Spaak Paul
 1899	2	12	Samson Francois
 1899	3	4	Schmidt Fritz
 1899	3	13	Damiani Ugo
 1899	3	28	Schumann Wilhelm
 1899	4	10	Benvenuti Lodovico
 1899	5	2	Steenberghe Max
 1899	6	13	Stegmann Wilhelm
 1899	6	14	Guislain Marcel
 1899	6	21	Hellmich Friedrich
 1899	6	26	Malvestiti Piero
 1899	6	29	Reinhart Josef
 1899	7	7	Lenz Karl
 1899	7	18	Kernkamp Willem
 1899	7	20	Cianetti Tullio
 1899	7	31	Ziegler Willy
 1899	8	9	Martinaud-Deplat Leon
 1899	8	15	Boisde Raymond
 1899	9	11	Bouhler Philipp
 1899	9	19	Federici Maria
 1899	9	22	Friedrichs Helmuth
 1899	10	5	Bidault Georges
 1899	10	17	Endrich Enrico
 1900	1	8	Menthon Francois
 1900	1	9	Riemenschneider Ernst
 1900	2	27	Puth Johannes
 1900	3	11	Schlessmann Fritz
 1900	3	15	Longo Luigi
 1900	4	2	Feick Rudolf
 1900	4	5	Linder Karl
 1900	4	10	Duvieusard Jean
 1900	4	11	Loewer Lorenz
 1900	4	14	Kiener Emil
 1900	4	28	Thorez Maurice
 1900	5	23	Frank Hans
 1900	5	30	Huender Willem
 1900	7	1	Louvel Jean
 1900	7	1	Meda Luigi
 1900	7	4	Ruckdeschel Willi
 1900	7	11	Godin Andre
 1900	7	12	Römer Wilhelm
 1900	7	16	Del Giudice Riccardo
 1900	7	20	Ermini Giuseppe
 1900	7	26	Cacciatore Luigi
 1900	9	12	Hockermann Heinrich
 1900	9	15	Rossi Paolo
 1900	9	29	Rodenbücher Alfred
 1900	9	30	Brusasca Giuseppe
 1900	9	30	Göckenjahn Heinrich
 1900	10	3	Nieland Hans
 1900	10	7	Himmler Heinrich
 1900	10	7	Röhlich Franz
 1900	10	10	Kaufmann Karl
 1900	10	10	Rediess Wilhelm
 1900	10	11	Morice Andre
 1900	10	16	Kraft Ludwi
 1900	10	18	Pignatelli Gaspare
 1900	11	15	Pinvidic Joseph
 1900	11	25	Martino Gaetano
 1900	12	21	Lilar Albert
 1901	1	1	Anfuso Filippo
 1901	1	22	Stehle Vinzenz
 1901	1	25	Tambroni Armaroli
 1901	2	4	Plattner Fritz
 1901	2	7	Bovetti Giovanni
 1901	2	9	Struve Wilhelm
 1901	2	10	D'Onofrio Edoardo
 1901	2	18	Manzini Raimondo
 1901	2	23	Münster Michael
 1901	3	13	Bonino Uberto
 1901	3	21	Rickert Carl
 1901	4	2	Lapie Pierre
 1901	4	10	Arcaini Giuseppe
 1901	4	15	Pleven Rene
 1901	4	16	Gutsmield Franz
 1901	6	22	Hinkel Hans
 1901	6	23	Jaspar Marcel
 1901	7	14	Maier Otto
 1901	8	5	Assennato Mario
 1901	8	8	Schickert Ludwi
 1901	8	12	Vallon Louis
 1901	8	16	Lomabardi Riccardo
 1901	8	27	Villon Pierre
 1901	8	31	Bertinelli Virgino
 1901	9	3	Ramarony Jules
 1901	9	5	Scelba Mario
 1901	9	11	Schmitt Peter
 1901	11	11	Mutter Andre
 1901	12	10	Mannironi Salvatore
 1901	12	15	Cogniot Georges
 1902	1	5	Malzer Joseph
 1902	1	17	Fischer Hugo
 1902	1	18	Huber Ernst
 1902	2	2	Rösener Erwin
 1902	2	4	Beckerle Adolf
 1902	2	12	Mouton Adrien
 1902	3	22	Peyroles Germaine
 1902	3	23	Terranova Corrado
 1902	3	28	Algera Jacob
 1902	3	28	Le Roy Jacques
 1902	4	2	Schwärz Wilhelm
 1902	4	12	Beel Louis
 1902	4	18	Pella Giuseppe
 1902	4	25	Moisan Edouard
 1902	4	28	Frey Kurt
 1902	5	22	Lombardo Matteo
 1902	5	22	Muti Ettore
 1902	5	26	Heger Charles
 1902	6	7	Gabriel-Peri Mathilde
 1902	6	14	Troclet Leon
 1902	6	21	Jordan Rudolf
 1902	6	28	Tosato Egidio
 1902	7	16	Badie Vincent
 1902	7	30	Morandi Rodolfo
 1902	8	5	Spampanato Bruno
 1902	8	13	Schmidt Friedrich
 1902	8	17	Pastore Giulio
 1902	8	20	Jervolino Maria
 1902	8	20	Moreau Melen Henri
 1902	8	25	Secretain Roger
 1902	9	16	Sporrenberg Jakob
 1902	10	19	Benini Zenone
 1902	11	26	Schröder Walther
 1902	12	8	Hunke Heinrich
 1902	12	13	Schmidt Heinrich
 1902	12	21	Röhn Hermann
 1903	1	5	De Mercurio Ugo
 1903	1	26	Rupp Johannes
 1903	2	8	Sansone Luigi
