# YEA	MON	DAY	NAME

 1820	4	1	De Sauget Guglielmo
 1820	4	23	Bono Salvatore
 1820	5	9	Garnault Henry
 1820	5	28	Barail Francois
 1820	7	1	Linati Camillo
 1820	7	3	Jonquieres Ernest
 1820	7	19	Thouma Charles
 1820	9	16	Balland Joseph
 1820	9	21	Adorni Ignazio
 1820	10	26	Bourdais Edme
 1820	12	7	Cottel Pierre
 1821	1	3	Bedoin Emile
 1821	1	15	Jacmart Camille
 1821	3	14	Lombardini Camillo
 1821	4	16	Barrabe Michel
 1821	5	25	Brialmont Hendrik
 1821	9	8	Arnaudeau Eugene
 1821	9	17	Forgemol Bostquenard Leonard
 1821	10	19	Ardant Pico Charles
 1821	11	10	Andigne Henry
 1822	1	30	Ricotti Magnani
 1822	2	19	Arnoux Paul
 1822	5	29	Lecuco Louis
 1822	7	11	Bardin Eugene
 1822	9	1	Gratry Guillaume
 1822	9	1	Woll Balthasar
 1822	10	25	Panne Charles
 1822	10	30	Le Corre Jean
 1822	11	11	Wagner Herman
 1822	11	14	Pillon Buhorel Charles
 1822	11	22	Bore-Verrier Edmond
 1822	11	25	Roze Albert
 1823	1	3	Beziat Heloi
 1823	1	11	Denfert-Rochereau Philippe
 1823	1	15	Margueritte Jean
 1823	2	1	Smissen Alfred
 1823	2	6	Fremond Merveillere Louis
 1823	2	23	Bosquillon Joseph
 1823	3	18	Chanzy Alfred
 1823	3	22	Ordener Jean
 1823	3	31	Doudart Lagree Ernest
 1823	4	4	Bezard Marie
 1823	5	10	Boerio Marie
 1823	6	21	Peyron Alexandre
 1823	10	21	Fevrier Victor
 1823	10	30	Fremond Merveillere Charles
 1824	1	12	Abraham Bernard
 1824	6	1	Bedel Victor
 1824	7	2	Galibier Charles
 1824	9	16	Chevreuil Etienne
 1824	11	11	Amet Charles
 1824	11	27	Blot Omer
 1825	1	7	Sainctelette Charles
 1825	2	1	Guidorossi Luigi
 1825	2	17	Boy Pierre
 1825	2	22	Germain Joseph
 1825	3	10	Maillet Francois
 1825	3	25	Acton Guglielmo
 1825	3	28	Guilhamin Jean
 1825	4	13	Lherminier Eugene
 1825	4	24	Devienne Charles
 1825	5	20	Gislain Charles
 1825	5	20	Wauwermans Henri
 1825	6	5	Baille Jean
 1825	8	1	Beaufort Pierre
 1825	8	25	Lesur Louis
 1825	8	29	Masselin Eugene
 1825	11	7	Lubet Jean
 1825	11	10	Alleyron Eugene
 1825	11	12	Hermann Albert
 1826	1	28	Noel Etienne
 1826	2	16	Segretain Come
 1826	3	8	Munier Charles
 1826	5	2	Sprovieri Francesco
 1826	5	3	Bire Louis
 1826	5	8	Roubaix Adolphe
 1826	6	22	Behic Charles
 1826	6	22	Gueritte Henry
 1826	10	7	Pruyssenare Wostine Eugene
 1826	11	18	Baux Francois
 1826	12	10	Bobet Henry
 1827	2	12	Bovet Francois
 1827	4	15	Jaubert Pascal
 1827	4	30	Blondel Richard
 1827	5	9	Nicaise Alex
 1827	6	26	Courbet Andre
 1827	6	30	Boucheman Louis
 1827	9	20	Bossan Claude
 1827	9	23	Fay Charles
 1827	12	1	Bignon Adrien
 1828	1	16	Saussier Felix
 1828	4	1	Lantheaume Jules
 1828	4	29	Bigrel Theophile
 1828	5	8	Binos De Pombarat Gabriel
 1828	8	15	Billot Jean
 1828	8	26	Bois Enemetz Edouard
 1828	9	16	Bonie Jean
 1828	10	12	Capdevielle Jean
 1828	10	21	Goursaud Ernest
 1828	10	24	Codet Guillaume
 1828	11	14	Rousset Eugene
 1828	11	19	Didier Jean
 1828	12	12	Dejardin Charles
 1829	1	3	Nouvion Jean
 1829	1	23	Sabattier Maurice
 1829	2	20	Le Mains Jules
 1829	2	22	Heerdt Tot Eversberg Johannes
 1829	3	2	Maes Jean
 1829	3	21	Cabaup Jean
 1829	5	7	Lefol Phileas
 1829	6	1	Laffont Claude
 1829	6	7	Bonneval Abriat Guillaume
 1829	6	22	Repecaud Alban
 1829	7	15	Bertrand Henry
 1829	7	23	Casanova Jacques
 1829	7	26	Beernaert Auguste
 1829	8	2	Cuvillier-Fleury Jules
 1829	8	19	Joyeux Paul
 1829	9	6	Kenney Jaques
 1829	9	9	Cianciolo Vincenzo
 1829	9	23	Adorno de Tscharner
 1829	10	4	Strauch Maximilien
 1829	10	28	Cucca Camillo
 1829	11	23	Berenger Charles
 1829	12	28	Douzans Jules
 1830	4	6	Farcy Victor
 1830	4	9	Donet Jean
 1830	4	24	Robert Charles
 1830	5	26	Goepp Jean
 1830	7	16	Boscal Reals Raoul
 1830	9	6	Sicre Bertrand
 1830	9	14	Pirmez Eudore
 1830	9	19	Ferron Theophile
 1830	9	23	Le Maire Octave
 1830	10	12	Brassine Jacques
 1831	3	16	Pompe Abraham
 1831	4	27	Turlotte Augustin
 1831	5	21	Bouffard Pierre
 1831	6	3	Barbe Paul
 1831	7	13	Gardarein Jean
 1831	9	14	Miribel Marie
 1831	9	29	Chaverondier Francois
 1831	12	24	Ratier Paul
 1832	1	19	Berthier-De-Grandry Marie
 1832	1	28	Aubigny Edouard
 1832	2	10	Olry Jean
 1832	2	13	Aubry Charles
 1832	2	21	Bonnefond Pierre
 1832	3	23	Bergasse du P.-Th. Abel
 1832	4	18	Defoy Alexandre
 1832	6	4	Bayard Joseph
 1832	7	29	Marco Blond Adolphe
 1832	8	24	Fabre Adolphe
 1832	11	7	L'Huillier Jean
 1832	11	10	Muldermans Charles
 1832	12	18	Olier Joseph
 1833	1	6	Renoux Adolphe
 1833	4	18	Perrier Francois
 1833	4	19	Thiroux Jules
 1833	5	26	Buchinger Daniel
 1833	7	27	Cipolla Giuseppe
 1833	8	4	Bange Charles
 1833	8	12	Quintin Kercadio Paul
 1833	8	23	Bonnet Jacques
 1833	9	6	Rispaud Francois
 1833	10	11	Besnard Armand
 1833	10	15	Coquilhat Camille
 1833	10	15	Rainaud Pierre
 1833	11	4	Lantsheere Th
 1833	11	14	Bougaud Francis
 1833	12	6	Bouet Alexandre
 1833	12	8	Mercier Auguste
 1833	12	23	Beitz Pierre
 1834	1	15	Boudard Laurent
 1834	1	24	Besaucele Ferdinand
 1834	2	1	Boisfleury Cesar
 1834	2	7	Bongarcon Alphonse
 1834	3	12	Soudee Francois
 1834	4	7	Barret Auguste
 1834	5	16	Blanchet Jean
 1834	6	23	Dupont J Emile
 1834	7	10	Huteau Felix
 1834	7	28	Cavelier Cuverville Jules
 1834	8	1	Bonnange Oscar
 1834	8	6	Debert Jean
 1834	9	4	Massip Marc
 1834	9	18	Foulon Desire
 1834	10	1	Tatin Claude
 1834	10	17	Truche Louis
 1834	10	25	Gougaud Laurent
 1834	11	10	Bacom Jean
 1834	12	4	Johann Auguste
 1835	1	1	Amos Paul
 1835	1	31	Rolin-Jaequemyns Gustave
 1835	2	7	Abel Libran Louis
 1835	4	8	Brown Colstoun Louis
 1835	5	10	Rozier Linage Melchior
 1835	5	14	Chambon Vincent
 1835	6	12	Kromhout Joachim
 1835	6	21	Morlot Wengi Ulric
 1835	6	23	Borius Leon
 1835	6	24	Smal Eugene
 1835	7	11	Andrez Charles
 1835	8	5	Lavigne Eugene
 1835	8	18	Lachau Alfred
 1835	8	23	Bara Jules
 1835	8	27	Damelincourt Ernest
 1835	10	3	Pierron Edouard
 1835	10	29	Bichot Anicet
 1835	12	1	Bidot Henry
 1835	12	3	Guisset Gregoire
 1835	12	18	Chanoine Charles
 1836	1	2	Gras Basile
 1836	1	5	Calmet Jean
 1836	1	7	La Jaille Charles
 1836	1	17	Barrera Edouard
 1836	1	24	Bertrand Edmond
 1836	2	2	Fontaine Jules
 1836	2	21	Berruyer Ulysse
 1836	3	11	Daelman Felix
 1836	5	25	Loche Gustave
 1836	6	18	Coninck Merckem Charles
 1836	7	16	Abate Luigi
 1836	8	12	Schimmelpenninck Oije J
 1836	10	12	Banning Emile
 1836	11	24	Comoy Claude
 1836	12	15	Picard Edmond
 1836	12	15	Roy Blicquy Fernand
 1836	12	23	Loriferne Auguste
 1837	1	4	Graux Charles
 1837	1	13	Clement Francois
 1837	2	24	Faverot Kerbrech Francois
 1837	2	26	Woeste Charles
 1837	3	3	Duchesne Jacques
 1837	4	3	Coquerelle Alfred
 1837	4	29	Boulanger Georges
 1837	6	19	Gervais Alfred
 1837	7	23	Pezard Michel
 1837	7	28	Boisselier Marie
 1837	7	30	Colonna Istria Phillipe
 1837	8	16	Tilly Joseph
 1837	9	6	Arvers Paul
 1837	9	13	Henry De Kermartin Adolphe
 1837	10	4	Bellegarde Marie
 1837	10	10	Marchand Armand
 1837	12	5	Janssen Camille
 1837	12	6	Boileve Charles
 1837	12	25	Borrelli Emmanuel
 1838	2	2	Guimont Ernest
 1838	2	16	Lemaitre Leon
 1838	3	1	Boreau De Roince Georges
 1838	3	28	Andre Louis
 1838	6	2	Panserieux Marie
 1838	8	12	Hennequin Emile
 1838	9	15	Eland Kornelius
 1838	10	13	Rappis Lorenzo
 1838	11	1	Chochard Leon
 1838	11	15	Gargano Giocchino
 1838	11	28	Pedoya Jean
 1838	12	4	Crespel Louis
 1839	1	13	Balaman Ulysse
 1839	1	18	Zboinski Claude
 1839	1	23	Buffin Leopold
 1839	1	31	Sebert Hippolyte
 1839	2	6	Boisdeffre Raoul
 1839	3	3	Onesti Torquato
 1839	3	11	Lallement Julien
 1839	4	28	Terquem Felix
 1839	5	13	Benoist Henry
 1839	5	16	Cornelis Francois
 1839	5	17	Colbert Charles
 1839	6	6	Motteau Justin
 1839	6	26	Azari Fedele
 1839	7	25	Garnier Francis
 1839	8	3	Fonio Angelo
 1839	8	3	Langlois Hippolyte
 1839	8	9	Bonnet Aristide
 1839	8	12	Marchal Nicolas
 1839	8	31	Allodi Aldobrandino
 1839	10	2	Negrier Francois
 1839	10	22	Borgnis-Desbordes Gustave
 1839	11	5	Houvenaghel Jules
 1839	11	8	Oultremont Theodore
 1839	12	10	Neuss Hubert
 1839	12	18	Daens Adolf
 1840	1	4	Girault Edouard
 1840	1	23	Neujean Xavier
 1840	4	9	Thomassin Jean
 1840	4	26	Cousebant D'Alkemade Alexandre
 1840	5	7	Toso Emilio
 1840	5	18	Ninitte Theophile
 1840	6	16	Retrouvey Francois
 1840	6	24	Pittaluga Giovanni
 1840	6	25	Chapelie Paul
 1840	6	30	Broussier Jules
 1840	8	2	Niox Gustave
 1840	8	6	Cremer Camille
 1840	8	12	Blandin Chalain Victor
 1840	8	21	Chaudot Claude
 1840	9	7	Bergouignan Romain
 1840	9	10	Bas Francois
 1840	12	26	Stefani Francesco
 1841	2	28	Kerdrel Roger
 1841	3	1	Donny Albert
 1841	3	5	Amboix Larbont Denis
 1841	4	6	Bassot Leon
 1841	6	2	Fuggetta Gaetano
 1841	6	5	Browne Teige Alexandre
 1841	6	12	Bosc Catherine
 1841	8	28	Boucher Morlaincourt E
 1841	10	1	Berthier Jean
 1841	11	20	Mirabello Giovan
 1842	2	7	Rizoul Cesar
 1842	2	17	Bouchu Albert
 1842	2	19	Guilbert Raymond
 1842	3	7	Archer Louis
 1842	3	10	Grosse Andre
 1842	3	11	Parmentier Paul
 1842	3	29	Soleillet Paul
 1842	4	18	Beaugier Francois
 1842	4	27	Rocxin Nicolas
 1842	5	12	Dubois Emile
 1842	5	13	Benoist Charles
 1842	5	23	Fournier Francois
 1842	5	28	Bauer Theodore
 1842	6	24	Lanzavecchia Giovanni
 1842	7	7	Devolder Joseph
 1842	9	17	Bonnabaud Claude
 1842	10	29	Denis Hector
 1842	11	9	Metzinger Leon
 1843	1	19	Caligaris Eugenio
 1843	1	19	Gourdon Christian
 1843	1	24	Truc Joseph
 1843	2	26	Bory Victor
 1843	3	18	Vandenpeereboom Jules
 1843	5	13	Smet Nayer Paul
 1843	5	17	Borgnis-Desbordes Charles
 1843	5	28	Haillot Francois
 1843	6	6	Besson Joseph
 1843	7	25	Hanssens Edmondus
 1843	9	4	Gualterio Enrico
 1843	9	12	Eudes Emile
 1843	9	22	Barry Maximilien
 1843	11	30	Lacroix Jean
 1843	12	1	Besson Marie
 1843	12	4	Bazaine-Hayter Georges
 1844	1	9	Namur Antoine
 1844	1	21	Carrano Emmanuele
 1844	3	6	Schmitt Antoine
 1844	3	27	Aubertin Claude
 1844	3	27	Bonnal Guillaume
 1844	4	10	Burlet Jules
 1844	4	27	Wahis Theophile
 1844	5	11	Rosati Giovanni
 1844	5	14	Blancq Marie
 1844	6	3	Aubigny Georges
 1844	6	14	Altmayer Viktor
 1844	6	14	Touchard Charles
 1844	6	21	Cambrier Ernest
 1844	6	27	Conforto Carlo
 1844	7	8	Benoist Arthur
 1844	7	12	Denoue Edouard
 1844	7	18	Scribani Rossi Alfredo
 1844	7	26	Babin Louis
 1844	9	3	Wautier Jean
 1844	9	9	Rossel Louis
 1844	9	21	Burch Rodolphe
 1844	10	4	Tillmanns Hermann
 1844	11	20	Hoblinger Pierre
 1844	11	30	Aubel Ferdinand
 1844	12	15	Delporte Augustin
 1845	1	8	Bertrand Pierre
 1845	3	9	Bain Coquerie Henry
 1845	4	25	Ducarne Victor
 1845	5	19	Mercier Jean
 1845	6	16	Waeterrinckx Henri
 1845	10	13	Rouvray Georges
 1845	10	28	Aviau Piolant Albert
 1845	10	28	Baudic Joseph
 1845	11	2	Spingardi Paolo
 1845	12	10	Apvril Emile
 1845	12	24	Farina Carlo
 1846	1	4	Blancher Paul
 1846	2	12	Oldenneel William
 1846	2	26	Heuvel Theodore
 1846	3	7	Grandemange Francois
 1846	4	3	Chirouze Constant
 1846	4	9	Pouget Nadaillac Jean
 1846	5	31	Strani Amilcare
 1846	6	2	Storms Emile
 1846	6	19	Soulie Justin
 1846	6	22	De Renzis Michele
 1846	6	25	Raulin Charles
 1846	7	4	Percin Alexandre
 1846	8	10	Goblet Alviella Eugene
 1846	8	23	Landmann Karl
 1846	9	8	Brau Charles
 1846	9	17	Deport Joseph
 1846	12	1	Laponterique Francois
 1846	12	23	De Franciosi Charles
 1847	1	3	Badens Pierre
 1847	1	17	Ammon Friedrich
 1847	1	29	Lecomte Eugene
 1847	2	15	Gangloff Gaston
 1847	2	17	Akermann Nicolas
 1847	4	19	Prestinari Marcello
 1847	4	27	Jungbluth Harry
 1847	5	12	Amaretti Giuseppe
 1847	5	19	Boucher Eugene
 1847	7	2	Lavallea Paolo
 1847	7	14	Ballay Noel
 1847	8	14	Hodister Arthur
 1847	8	27	Descamps Edouard
 1847	8	28	Bray Firmin
 1847	10	27	Meldert Jean
 1847	11	9	Barberin Jan
 1847	11	13	Balan Georges
 1847	11	23	Renard Joseph
 1847	12	3	Macar Adolphe
 1847	12	11	Richard Albert
 1847	12	17	Maunoury Michel
 1848	1	1	Berthaut Henry
 1848	1	9	Guimbal Isidore
 1848	1	14	Boisse Emile
 1848	1	20	George Henri
 1848	1	24	Aubert Marie
 1848	3	24	Dufrane-Friart Jules
 1848	3	26	Aboville Albert
 1848	3	28	Burguet Joseph
 1848	3	29	Bonnet Constant
 1848	4	14	Bizot Brice
 1848	4	25	Vangele Alphonse
 1848	6	22	Liebaert Julien
 1848	7	23	Boisrouvray Rene
 1848	8	4	Brouchier Eugene
 1848	8	21	Heinrich Louis
 1848	8	25	Prati Carlo
 1848	9	27	Blanche Ferdinand
 1848	10	31	Baugillot Jean
 1848	11	28	Bellue Jean
 1848	11	29	Pau Paul
 1848	12	11	Ramaeckers Guillaume
 1848	12	25	Di Majo Pio
 1849	1	1	Five Gaspard
 1849	1	17	Boell Marie
 1849	1	31	Burdo Adolphe
 1849	2	8	Henriot Auguste
 1849	2	17	Bazin Victor
 1849	3	20	Cherfils Pierre
 1849	3	26	Baudry-Lacantinerie Marie
 1849	4	24	Gallieni Joseph
 1849	4	28	Arroinaux Albert
 1849	5	12	Duparge Paul
 1849	5	18	Bock Polach Friedrich
 1849	5	25	Espitalier Georges
 1849	6	8	Oro Pasquale
 1849	6	10	Fomorin Etienne
 1849	6	11	Balny Avricourt Adrien
 1849	6	15	Clooten Henri
 1849	6	19	Constant Joseph
 1849	6	28	Braconnier Charles
 1849	7	3	Chapel Frederic
 1849	7	4	Langle Cary Fernand
 1849	7	14	Cirio Eugenio
 1849	8	7	Berard Celestin
 1849	9	22	Kersting Anton
 1849	10	10	Kehrer Karl
 1849	10	13	Abaut Michel
 1849	10	20	Porpora Francesco
 1849	10	27	Barret Jules
 1849	11	26	Beylie Leon
 1849	11	27	Courbebaisse Pierre
 1849	11	28	Thys Albert
 1849	12	24	Bayol Jean
 1849	12	30	Spaccamela Pio
 1850	1	5	Plas Camille
 1850	1	14	Loti Pierre
 1850	2	22	Capin Jules
 1850	3	13	Barres Gens
 1850	3	31	Fischel Max
 1850	5	10	Boelle Victor
 1850	5	18	Beaujeux Emile
 1850	5	26	Bartels Eugene
 1850	5	26	Desorthes Pierre
 1850	6	9	Braconnier Leon
 1850	6	24	Jonquieres Eugene
 1850	8	9	Severini Gustavo
 1850	8	14	Amar Ernest
 1850	8	23	Calcagno Beniamino
 1850	8	29	Becker Jerome
 1850	9	2	Scribani Rossi Stefano
 1850	9	4	Cadorna Luigi
 1850	9	13	Kress Kressenstein Otto
 1850	9	19	Badanelli Donati Alessandro
 1850	9	23	Riemaecker Achille
 1850	10	17	Foureau Fernand
 1850	10	30	Di Blasi Raffaele
 1850	11	7	Baril Eugene
 1850	11	17	Ursel Hippolyte
 1850	12	1	Velde Lievin
 1850	12	1	Veldin Lievin
 1850	12	18	Hue Joseph
 1851	1	8	Leman Gerard
 1851	1	8	Michel Victor
 1851	2	5	Thouvenin Nicolas
 1851	3	9	Cella Pietro
 1851	3	28	Scheffer-Boyadel Reinhard
 1851	4	15	Dubail Auguste
 1851	5	23	Pelacot Charles
 1851	6	3	Bolgert Edouard
 1851	7	2	Herry Georges
 1851	7	7	Bonneau Louis
 1851	8	4	Desaleux Georges
 1851	8	9	Bouchard Raoul
 1851	8	18	Wiener Samson
 1851	8	19	Schollaert Francois
 1851	10	2	Foch Ferdinand
 1851	10	4	Avaert Henri
 1851	10	22	Jungers Francois
 1851	11	6	Toselli-Lazzarini Cesare
 1851	12	4	Appert Henry
 1851	12	19	Neve Paul
 1851	12	21	Bernard Frederic
 1851	12	24	Castelnau Edouard
 1851	12	25	Harou Victor
 1851	12	28	Tessier-Veinnois Marie
 1852	1	9	T'Serclaes Wommerson Jacques
 1852	1	12	Joffre Joseph
 1852	1	12	Selliers de Moranville
 1852	1	18	Boue De Lapeyrere Auguste
 1852	1	28	Bauchet Auguste
 1852	1	29	Bremond Ars Rene
 1852	2	20	Barrau Louis
 1852	2	22	De Cumis Teodore
 1852	3	12	Baschung Joseph
 1852	3	25	Cooreman Gerard
 1852	4	21	Eetvelde Stanislas
 1852	4	21	Ragni Ottavio
 1852	5	14	Fayolle Marie
 1852	5	17	Sordet Jean
 1852	6	14	Arata Angelo
 1852	6	19	Lantonnois Rode Albert
 1852	6	23	Leu Albert
 1852	7	8	Duboc Emile
 1852	7	10	Baret Joseph
 1852	7	16	Baix Guillaume
 1852	8	17	Bizard Charles
 1852	8	22	Gatto Antonio
 1852	8	25	Bonamy Victor
 1852	9	2	Firket Charles
 1852	9	19	Guidobono-C-G Gregorio
 1852	9	20	Empain Edouard
 1852	9	29	Snijders Cornelis
 1852	10	2	Aubier Louis
 1852	11	2	Hecker Adolf
 1852	12	2	Bia Lucien
 1853	1	7	Boucher Morlaincourt Francois
 1853	1	28	Kerckhoven Guillaume
 1853	2	2	Bosch Johannes
 1853	2	13	Finiguerra Francesco
 1853	2	14	Auvert Paul
 1853	3	5	Gillier Jean
 1853	3	10	Mahieu Adolphe
 1853	3	18	Deppe Auguste
 1853	3	23	Bigot Louis
 1853	4	3	Melis Leopoldus
 1853	4	19	Haneusse Louis
 1853	4	22	Bisschops Georges
 1853	5	18	Durutte Adolphe
 1853	5	27	Drude Antoine
 1853	6	14	Bon Gabriel
 1853	6	17	Cassisi Luigi
 1853	7	7	Bloch Georges
 1853	7	12	Gasparotti Edoardo
 1853	7	14	Bonvalot Gabriel
 1853	8	12	Delbeke Auguste
 1853	9	7	D'Angelantonio Ettore
 1853	9	8	Daenen Adhemar
 1853	10	8	Hanoteau
 1853	10	13	De Rosa Francesco
 1853	11	18	Bertin Emmanuel
 1853	12	17	De Bonis Francesco
 1853	12	19	Smedt Jean
 1854	1	2	Grang Nicolas
 1854	1	10	Abonneau Pierre
 1854	2	1	Mazzoli Domenico
 1854	2	2	Husson Jean
 1854	2	16	Masson Fulgence
 1854	2	26	Baumgarten Maurice
 1854	3	24	Maes Arnold
 1854	5	11	Lagarde Aloys
 1854	5	22	Carbone Domenico
 1854	6	9	Miot Fernand
 1854	6	26	Weyns Auguste
 1854	6	30	Muteau Paul
 1854	7	3	Morrone Paolo
 1854	7	18	Dossin St Georges Emile
 1854	7	20	Exelmans Charles
 1854	9	7	Audeoud Rene
 1854	10	8	Bompiano Giorgio
 1854	11	5	Quercia Ernesto
 1854	11	16	Heuvel Jules
 1854	11	17	Lyautey Louis
 1854	12	3	Davignon Henri
 1854	12	30	Boudier Felix
 1855	1	4	Charmanne Hector
 1855	1	5	Vandevelde Joseph
 1855	1	7	Turine Victor
 1855	2	20	Giuffredi Alfredo
 1855	2	26	Toutee Georges
 1855	3	6	Bidon Charles
 1855	3	14	Wangermee Emile
 1855	3	15	Kress Kressenstein Friedrich
 1855	4	17	Besset Cesar
 1855	4	30	Fievez Victor
 1855	5	1	Battet Paul
 1855	5	3	Amadasi Luigi
 1855	5	14	Michel Augustin
 1855	6	3	Blandin Amedee
 1855	6	10	Mac-Mahon Patrice
 1855	6	15	Brug Karl
 1855	7	5	Herr Frederic
 1855	7	8	Bertotti Emilio
 1855	7	14	Götz Olenhusen Leo
 1855	7	28	Bailly Henry
 1855	8	8	Gigli-Cervi Giovanni
 1855	8	8	Gullo Lorenzo
 1855	8	19	Barbot Ernest
 1855	8	30	Boisselin Jean
 1855	9	1	Petillon Arthur
 1855	9	11	Driant Emile
 1855	9	17	Descamps Georges
 1855	9	30	Bosboom Nicolas
 1855	10	6	Delcommune Alexandre
 1855	10	10	Lippens Joseph
 1855	10	19	Kiefhaber Christoph
 1855	10	27	Biggi Emilio
 1855	12	2	Drubbel Honore
 1855	12	18	Manduau Edouard
 1855	12	22	Deguise Victor
 1855	12	26	Orefice Pasquale
 1856	1	5	Bodson Oscar
 1856	1	7	Eder Felix
 1856	1	11	Nasalli Rocca Saverio
 1856	1	13	Courtois Ernest
 1856	1	16	Xylander Oskar
 1856	1	20	Arlabosse Louis
 1856	2	25	Bridoux Marie
 1856	3	2	Dartige Fournet Louis
 1856	3	11	Gillis Lucien
 1856	4	6	Sarrail Maurice
 1856	4	24	Petain Henry
 1856	4	29	Fritsch Albert
 1856	5	10	Blanc Auguste
 1856	5	25	Franchet D'Esperey Louis
 1856	6	24	Bouchez Achille
 1856	7	9	Bajolle Leon
 1856	7	18	Giardina Antonio
 1856	7	27	Lagarenne Georges
 1856	8	30	Guepratte Paul
 1856	9	10	Berardi Francesco
 1856	9	18	Deletoille Gaston
 1856	9	21	Del Bono Alberto
 1856	9	21	Jaeger Heinrich
 1856	10	4	Göringer Alfred
 1856	10	14	Binger Louis
 1856	10	15	Nivelle Robert
 1856	10	19	Pelzer Mathieu
 1856	11	11	Torelli Alfonso
 1856	11	12	Dorpe Jules
 1856	11	17	Reisoli Ezio
